index,Class,tweet
6013,1,warudi kwao basi RT : they use force hawajui cha freedom
6014,1,Warudi kwao : and Nakuru too : Si these Sudanese have jazad Nai! NKT
6015,1,warudi kwao ..atleast rent zishuke : damn!!!... S Sudanese... na venye wanakuja wengi hapa kenya
6016,1,Warudi kwao ! RT PUH_Leez!! Ati you're grossed out coz 'Kenyans' like eating using their hands?coz you eat your popcorn using
6017,1,Warudi kwao nonsense!!
6018,1,WARTHOG!!! Wewe kusahau ndio shida. What happens to reforms??
6019,1,WARNING! While you join Jubilee Party to escape prosecution make sure that you shout loudest in support of Jubilee's corruption dealings.
6020,1,WARMONGER -Thrives in politics of Division and character assassination but come 17th Oct just like 8th Aug
6021,1,Ware wote waripewa pesa ya defectors fund warudishe hiyo pesa. Waridaganya 3rd respondent webe in ure ure
6022,1,War pigs in action.RT : His ego burnt Kikuyus in Kiambaa church ?
6023,1,Wapwani hawawezi nunuliwa wala tishio za baadhi yao mbele ya rais ni sawia na kumpigia mbuzi gitaa.
6024,1,wapumbavu wenye hawaoni wakiingizwa kwa shimo mkate hakuna
6025,1,Wapi hii NASA na jubilee... Haoa tunawa
6026,1,Wapi hii boinet and the Nkaissery ingekua raila sai media will be filled with his warnings
6027,1,Wapi baba nyakundi .......tell him we have a president.....elect.....
6028,1,Waongeze wengi zaidi. Wakuje hats na bombs missile 45 magnum bullets hatushtuki coz they'll not kill us all.
6029,1,Waondoke basi RT : England Royals pull out of Safaricom7s citing security concerns. Stupidity wapewe ndege warudi kwao . SMH
6030,1,Wanyonyi Chebukati! Don't be used to kill Luos! We don't want your elections. Please go repeat them in central! !
6031,1,Wanyama hupeleka ugali yake yote kwa hawa wazungu kwanini na anajua hao ni watu wa spaghetti tu?!
6032,1,Wanyama alijibebea bandari kama tano za unga akitoka Kenya incase hawa wazungu wanashangaa mbona ana nguvu..
6033,1,Wanjiru and Wamalwa are stupid. Luhyas have Western Kenya to take care of not Nairobi. will win by 6:00AM in 2017.
6034,1,Wanjigi is out? There's no honor among thieves. I always thought if succeded he'd throw kikuyus who funded him under the bus
6035,1,Wanjigi has been using and dumping individuals. He used CYPRIAN NYAKUNDI to fight Safaricom after missing out on tender
6036,1,Wanjigi can't fund failures anymore! Isaac Ruto can't salivate any longer! Raila must be sent to Bondo
6037,1,Wangusi has been around for far too long he should have left with his head high long ago. Uthamaki will fix him.
6038,1,Wangierusha mawe...a lesson on hoe people behave in disappointment...cool...
6039,1,Wangenyorosha huyo senator mapengo!
6040,1,Wang Nono is a Chinese name didnt know Luos and Chinese are related no wonder they are very complicated.
6041,1,Wanawake wakikuyu ndio huji-advertise kutafta mabwana. Wanaume wao hawana kazi na wengine wanfanya wanyama kuwa mke
6042,1,Wanatry swag ya NASArites but wamefail like crazy..
6043,1,Wanasumbua hawa watu wa dizain hii yupo mzee mmoja kidogo nimpige makofi leo hii yeye mwenyewe kaajiriwa na wahindi for a long time
6044,1,Wanaosha na milk LOL!!!: Walai iyo Nyapati haijanifurahisha ata!! Hawa wakale wa ocha jo hawajui kuosha nakupakua iyo cago
6045,1,Wananume huku husuck balls za Nyakundi no wonder he doesn't need a lady friend in his life
6046,1,WanaJubilee Naskia harufu hizo kwapa ni zenu???
6047,1,Wanaitwa Follower Mchele mchele.. RT : Yaani hawa new followers wote wazungu na wote wana tweets Nne tu! sijui ni makanyaboya haya
6048,1,Wanafaa kuonja nyama ya flamingo kwanza.RT : yeah tujenge county yetu wakuje waone flamingo warudi kwao
6049,1,wanadai ni yeye tu alafu wanasema matigihe kura kihii kia nyayo(Lee)
6050,1,Wana Jubilee mjue vikombe ni za Wageni.... Karibu Nyumbani Isaac Rutto !
6051,1,Wan jolendo mofuo bila gi waseneno mang'eny. Kata Louis Otieno Tinde kwanyo mana rabolo Nairobi W
6052,1,Wamuruu nduathagwo ni Kihii ! Mwene nyaga aromurangira Nyumba!
6053,1,Wameru hawakuwagi wakikuyu ?
6054,1,Wameru yani when are you putting up a monument for Field Marshall Musa Mwariama? How are you Merus going to...
6055,1,Wamekula 'mkati'(Rao's voice) yote. Sasa inawanyonga!
6056,1,wame over extend stay ayo huku warudi kwao kuna peace sai Wasudi tao wanaterroriziwa tao na magava like a nonsense smh
6057,1,Wambui. choices have consequences. You went to the ballot on 8th august 2017 chanting & proudly voted 4 on the basis of tribe alone. Why complain? Wacheni jaguar & co. warudishe pesa ya campaign. Otherwise
6058,1,Wamatangi wants Chiloba to stay so that Jubilee genres 70+1
6059,1,Wamatangi is defending the indefensible on like he'd always do. Kenya is broke Jubilee has looted billions of shillings. We've lost 7.5 billion printing books with errors for the new syllabus.Uhuru has chewed 1b by using it as pocket change.
6060,1,Wamatangi currently losing to MCA Thangwa ( Kabogo's biggest critic ). Now the Senator can go deal with car wash/sales .
6061,1,Wamasai Wasasa Hiv hawa dawa Zao Feki Ovaaaaa! RT : Unacheka e??? Kwani me nnautani na (cont)
6062,1,Wamasai ndio warefu zaidi kuliko sisi Wasukuma hawa kina mangi vipipi tu!!
6063,1,Wamasai hukua wajinga sana... Sasa hawa wakaulizwa mbona wanademonstrate... Hawajui...
6064,1,Wamalwa should be chased like yesterday with no sympathy.. He is like a thief coming to console you after stealing your property thinking u don't know.. Its time luhyas learn the art of throwing stones...anything jubilee chase like a burukenge.
6065,1,wamalwa don't make me cry ati jubilee has done progress that's why we luhyas are warming up to jubilee...what are u on son?
6066,1,Waluya wako na ile kitabu ya habakuku lakini sisi wakikuyu tuko na WARUmi
6067,1,WALUYA 1. hawa ndio wako na haga unaangalia unatamani... hagga imeenda hadi kwa mguu. Unaweza think...
6068,1,Waluhya wanadhani ministry of Water itatusaidia kupika Ugali na Chai kwa wingi so they are appointing more luhyas ?
6069,1,WALUHYA WALUHYA MUNATUAIBISHA. TABIA YA MADAME WALUHYA 1. Hawa exposingi cleavage /boobs zao coz matiti zao ni...
6070,1,Waluhya sio nilotes nani read a book RT : The capital city of Kenya is highly populated by Luos n Luhyas coz thy are Nailotes.
6071,1,Waluhya na wajaluo huwa na ujinga sana. Kuongea tu but when its time to vote wako kwa manyumba
6072,1,Waluhya Hawatakoma; Luhya Man Kills Brother Over A Trouser
6073,1,Wallowed in alcohol? Pls take your FAKE NEWS outlet elsewhere. Thank You.
6074,1,Wallahi hiyo macho ya inaeza onea Wenyenchi Wivu
6075,1,Walking out of national television is a bad representation of the kenyan voters is this how intolerance our MP can get
6076,1,Walisweat hawakuoga RT : Enyewe Kenyan water does not toa madoadoa yote! How hot are the Harambee Stars looking from Brazil?
6077,1,Walijinyoa na huo wembe
6078,1,Walijaribu kucover up day shit...you should really give nyakundi a foll
6079,1,Walichanga ya saba saba wakachanga ya bounced referendum then adopt a polling station - wakazikula sasa eti Campaign
6080,1,Wale watu wa walienda wapi...ama pado wamelala?
6081,1,Wale watu hawakuchanga kakitu ndo wanaumwa sana na hizo peni tulitolea Baba.
6082,1,Wale wataingia better know that 5 years is not a long time. You will screw us dry for 5 years then we will revenge in 1 day
6083,1,Wale wanaleta tribal hatred za wakikuyu hapa wanataka wabreach ama?
6084,1,wale walitoka baba na kuongea mbaya wote watalia kwa choo
6085,1,Wale monyiko status zao hujaa quotes from Joel Osteen ndio El Presidente Nyakundi alisema tuwachoree fam.
6086,1,Wale mlisoma CRE kuna mahali Joshua aliitisha watu fare ya kwenda Canaan?
6087,1,Wale mlikua mnakunywa Stoney instead of Fanta tukiwa nursery ningependa kujua Chang'aa inawapeleka aje sai
6088,1,Wale maumbwa 36 wa ndio bado wako kwa . Kwani munatuona wajinga aje?
6089,1,Wale majamaa wa wapeleke uchawi bondo ama namna gani my friend
6090,1,wale madem wamelala na asamoh ndio wana weza 2 show kama yy ni kihii
6091,1,Walalalalal!! just dropped it on 's face!!! but on a serious note not looking forward to Monday.
6092,1,Walai! ata wale madem wakale hukimbia huwa wanatafuta iyo mshale RT : Kalenjins are romantic right? Ata cupid ni mkale. Iko
6093,1,walai nachocha watu sasa... wakikuyu hawajafika kwa TL wee ngoja RT : hahaha ata ni upuzi hao wasee hawasaidii
6094,1,Walahi Wakikuyu ni dumdums- ODM itakuwaje Njaruo thing when Joho and Junet wako in the executive!
6095,1,Wala akong eyebags pero nahahalata na yung blackish color under my eyes
6096,1,Wakwende.
6097,1,Wakutwe Eastleigh mbsa &Others. Warudi kwao . Fuck Human Rights &Moha. No Mercy RT
6098,1,Wakuria pelekeni applications huko kabla wajaluo hawajadaka
6099,1,Wakubwa na wakubwaress Kuna mahali Joshua aliingia kotini on his way to Canaan?? Kiulizo tu
6100,1,Wakubwa mbona logo yenu inakaa kama ya Heineken ? Secondly why are all your officials Luhyas ? What an outlook
6101,1,Wakora Wanne...they sold our supreme Justice to the Highest Bidder...
6102,1,wakora wa jubilee waandama nje ya Supreme Court
6103,1,Wakora from Kisii & Nyamira counties paraded in Statehouse Nakuru. They assured UK of their wives votes
6104,1,Wakora demonstrating outside SCOK NoTeargas No police harassment No shooting
6105,1,Wako. Lakini they are faking their accent wa sound kama wajaluo .
6106,1,Wako thirsty sana sana... RT : Na hawa wazungu bana huchukua tu darkskins wetu amwe ashongi ta sere
6107,1,Wako rigid! RT : Smirti & Masai are much better than Rubadiri & Madowo.They don't even try they just blend well and are very good
6108,1,Wako na wivu na maringo RT : o/ RT : Luhyas are very humble people \o/
6109,1,Wako na umama sana...as with me kukaliwa na pocow haiwess make...I stand with Nyakundi
6110,1,Wakiwasha Tunawasha Wakichoma Tunachoma Wakisokota Tunasokota ama namna gani? Tupatane weno tukitoa Chiloba
6111,1,Wakitusi Tunatusi Babu is right on this!
6112,1,Wakisii wote tuko Jubilee. Hapana tambua vitendawili sisi
6113,1,Wakisii wangekua na team kama Gor hao hawangekua wanarusha mawe. Wangeongea tu alafu unaona dirisha zinavunjika.
6114,1,Wakisii wanapenda kelele hao ndo wale watoi walikuwa wana appear kwa list ya noisemakers ata siku walikuwa absent
6115,1,Wakisii slander on the tl mtagongwa na samaki chezeni tu na hawa Victoria secret models
6116,1,wakisii hawa RT : This Brazilian National Anthem ni kama wasee wanagombana
6117,1,Waking up and seeing what Nyakundi said to and it makes me SICK we men need to style up ASAP
6118,1,wakimbizi warudi kwao . We have done a lot for them. How long are we going to keep them here?
6119,1,Wakimbizi warudi kwao . Hata me najaribu kurudi kwenye nilitoka. The vagina.
6120,1,Wakimbizi warudi kwao hakuna haja umove out kwa mzazi kwenda kuishi kwa neighbour.
6121,1,Wakimbizi wa congo wafukuzwa rwanda waambiwa warudi kwao wakauwawe.Hivi rwanda ndo ambao walipokelewa na nchi...
6122,1,Wakimaliza kuapisha baba Tunaapisha Nyakundi . Even if it means kuapishia Uganda ndio turudi tukisweep hii ujinga hii kitu hatueskula hataa. Rais Nyakundi alisema tudeal na miaka yetu
6123,1,Wakili you don't owe these thieves an explanation they didn't give us any explanation when they were busy stealing from us.
